INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,OPR_INTERVAL,NODE_ID_XML,NODE_ID,NODE,MARKET_RUN_ID,LMP_TYPE,XML_DATA_ITEM,PNODE_RESMRID,GRP_TYPE,POS,MW,GROUP
2022-08-05T09:00:00-00:00,2022-08-05T10:00:00-00:00,2022-08-05,3,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0.93318,22
2022-08-05T11:00:00-00:00,2022-08-05T12:00:00-00:00,2022-08-05,5,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,1.16011,22
2022-08-05T20:00:00-00:00,2022-08-05T21:00:00-00:00,2022-08-05,14,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,22
2022-08-05T23:00:00-00:00,2022-08-06T00:00:00-00:00,2022-08-05,17,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,-10.17482,22
2022-08-06T01:00:00-00:00,2022-08-06T02:00:00-00:00,2022-08-05,19,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,-4.44151,22
2022-08-05T10:00:00-00:00,2022-08-05T11:00:00-00:00,2022-08-05,4,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0.94343,22
2022-08-06T05:00:00-00:00,2022-08-06T06:00:00-00:00,2022-08-05,23,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,22
2022-08-05T19:00:00-00:00,2022-08-05T20:00:00-00:00,2022-08-05,13,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,22
2022-08-06T03:00:00-00:00,2022-08-06T04:00:00-00:00,2022-08-05,21,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,22
2022-08-05T22:00:00-00:00,2022-08-05T23:00:00-00:00,2022-08-05,16,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,-5.84208,22
2022-08-05T08:00:00-00:00,2022-08-05T09:00:00-00:00,2022-08-05,2,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,1.5759,22
2022-08-06T04:00:00-00:00,2022-08-06T05:00:00-00:00,2022-08-05,22,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,121.82656,23
2022-08-06T03:00:00-00:00,2022-08-06T04:00:00-00:00,2022-08-05,21,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,132.14285,23
2022-08-06T02:00:00-00:00,2022-08-06T03:00:00-00:00,2022-08-05,20,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,158.12782,23
2022-08-05T18:00:00-00:00,2022-08-05T19:00:00-00:00,2022-08-05,12,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,81.15426,23
2022-08-05T09:00:00-00:00,2022-08-05T10:00:00-00:00,2022-08-05,3,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,81.66705,23
2022-08-05T22:00:00-00:00,2022-08-05T23:00:00-00:00,2022-08-05,16,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,113.14674,23
2022-08-05T20:00:00-00:00,2022-08-05T21:00:00-00:00,2022-08-05,14,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,95.58306,23
2022-08-05T16:00:00-00:00,2022-08-05T17:00:00-00:00,2022-08-05,10,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,76.82854,23
2022-08-05T15:00:00-00:00,2022-08-05T16:00:00-00:00,2022-08-05,9,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,77.47667,23
2022-08-06T05:00:00-00:00,2022-08-06T06:00:00-00:00,2022-08-05,23,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,105.89775,23
2022-08-05T19:00:00-00:00,2022-08-05T20:00:00-00:00,2022-08-05,13,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,87.24096,23
2022-08-05T14:00:00-00:00,2022-08-05T15:00:00-00:00,2022-08-05,8,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,82.83779,23
2022-08-06T06:00:00-00:00,2022-08-06T07:00:00-00:00,2022-08-05,24,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,98.27535,23
2022-08-06T01:00:00-00:00,2022-08-06T02:00:00-00:00,2022-08-05,19,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,147.00249,23
2022-08-05T10:00:00-00:00,2022-08-05T11:00:00-00:00,2022-08-05,4,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,81.34548,23
2022-08-05T21:00:00-00:00,2022-08-05T22:00:00-00:00,2022-08-05,15,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,100.84047,23
2022-08-05T12:00:00-00:00,2022-08-05T13:00:00-00:00,2022-08-05,6,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,87.51675,23
2022-08-05T23:00:00-00:00,2022-08-06T00:00:00-00:00,2022-08-05,17,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,113.04599,23
2022-08-06T00:00:00-00:00,2022-08-06T01:00:00-00:00,2022-08-05,18,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,126.69584,23
2022-08-05T17:00:00-00:00,2022-08-05T18:00:00-00:00,2022-08-05,11,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,77.35166,23
2022-08-05T13:00:00-00:00,2022-08-05T14:00:00-00:00,2022-08-05,7,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,95.92268,23
2022-08-05T11:00:00-00:00,2022-08-05T12:00:00-00:00,2022-08-05,5,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,83.1261,23
2022-08-05T08:00:00-00:00,2022-08-05T09:00:00-00:00,2022-08-05,2,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,84.38002,23
2022-08-05T07:00:00-00:00,2022-08-05T08:00:00-00:00,2022-08-05,1,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,90.28892,23
2022-08-05T20:00:00-00:00,2022-08-05T21:00:00-00:00,2022-08-05,14,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-5.39088,24
2022-08-05T22:00:00-00:00,2022-08-05T23:00:00-00:00,2022-08-05,16,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-6.01941,24
2022-08-05T16:00:00-00:00,2022-08-05T17:00:00-00:00,2022-08-05,10,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-3.4496,24
2022-08-05T10:00:00-00:00,2022-08-05T11:00:00-00:00,2022-08-05,4,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-1.30966,24
2022-08-05T09:00:00-00:00,2022-08-05T10:00:00-00:00,2022-08-05,3,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-1.28217,24
2022-08-05T08:00:00-00:00,2022-08-05T09:00:00-00:00,2022-08-05,2,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-1.20663,24
2022-08-05T07:00:00-00:00,2022-08-05T08:00:00-00:00,2022-08-05,1,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-1.45365,24
2022-08-06T00:00:00-00:00,2022-08-06T01:00:00-00:00,2022-08-05,18,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-7.61442,24
2022-08-05T18:00:00-00:00,2022-08-05T19:00:00-00:00,2022-08-05,12,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-4.72318,24
2022-08-05T14:00:00-00:00,2022-08-05T15:00:00-00:00,2022-08-05,8,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-2.5017,24
2022-08-05T15:00:00-00:00,2022-08-05T16:00:00-00:00,2022-08-05,9,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-3.11456,24
2022-08-06T02:00:00-00:00,2022-08-06T03:00:00-00:00,2022-08-05,20,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-5.12334,24
2022-08-06T01:00:00-00:00,2022-08-06T02:00:00-00:00,2022-08-05,19,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-6.79152,24
2022-08-05T13:00:00-00:00,2022-08-05T14:00:00-00:00,2022-08-05,7,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-1.10311,24
2022-08-05T21:00:00-00:00,2022-08-05T22:00:00-00:00,2022-08-05,15,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-5.48572,24
2022-08-06T06:00:00-00:00,2022-08-06T07:00:00-00:00,2022-08-05,24,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-1.60189,24
2022-08-05T23:00:00-00:00,2022-08-06T00:00:00-00:00,2022-08-05,17,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-6.19492,24
2022-08-06T05:00:00-00:00,2022-08-06T06:00:00-00:00,2022-08-05,23,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-3.30401,24
2022-08-05T17:00:00-00:00,2022-08-05T18:00:00-00:00,2022-08-05,11,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-3.82117,24
2022-08-06T04:00:00-00:00,2022-08-06T05:00:00-00:00,2022-08-05,22,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-3.71571,24
2022-08-06T03:00:00-00:00,2022-08-06T04:00:00-00:00,2022-08-05,21,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-4.51929,24
2022-08-05T12:00:00-00:00,2022-08-05T13:00:00-00:00,2022-08-05,6,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-1.27774,24
2022-08-05T11:00:00-00:00,2022-08-05T12:00:00-00:00,2022-08-05,5,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-1.37158,24
2022-08-05T19:00:00-00:00,2022-08-05T20:00:00-00:00,2022-08-05,13,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-4.94656,24
2022-08-05T17:00:00-00:00,2022-08-05T18:00:00-00:00,2022-08-05,11,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,25
2022-08-05T19:00:00-00:00,2022-08-05T20:00:00-00:00,2022-08-05,13,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,25
2022-08-06T06:00:00-00:00,2022-08-06T07:00:00-00:00,2022-08-05,24,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,25
2022-08-05T14:00:00-00:00,2022-08-05T15:00:00-00:00,2022-08-05,8,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,25
2022-08-06T00:00:00-00:00,2022-08-06T01:00:00-00:00,2022-08-05,18,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,25
2022-08-06T02:00:00-00:00,2022-08-06T03:00:00-00:00,2022-08-05,20,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,25
2022-08-06T04:00:00-00:00,2022-08-06T05:00:00-00:00,2022-08-05,22,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,25
2022-08-06T05:00:00-00:00,2022-08-06T06:00:00-00:00,2022-08-05,23,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,25
2022-08-05T12:00:00-00:00,2022-08-05T13:00:00-00:00,2022-08-05,6,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,25
2022-08-05T07:00:00-00:00,2022-08-05T08:00:00-00:00,2022-08-05,1,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,25
2022-08-05T21:00:00-00:00,2022-08-05T22:00:00-00:00,2022-08-05,15,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,25
2022-08-06T01:00:00-00:00,2022-08-06T02:00:00-00:00,2022-08-05,19,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,25
2022-08-05T08:00:00-00:00,2022-08-05T09:00:00-00:00,2022-08-05,2,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,25
2022-08-05T16:00:00-00:00,2022-08-05T17:00:00-00:00,2022-08-05,10,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,25
2022-08-05T23:00:00-00:00,2022-08-06T00:00:00-00:00,2022-08-05,17,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,25
2022-08-06T03:00:00-00:00,2022-08-06T04:00:00-00:00,2022-08-05,21,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,25
2022-08-05T09:00:00-00:00,2022-08-05T10:00:00-00:00,2022-08-05,3,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,25
2022-08-05T10:00:00-00:00,2022-08-05T11:00:00-00:00,2022-08-05,4,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,25
2022-08-05T11:00:00-00:00,2022-08-05T12:00:00-00:00,2022-08-05,5,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,25
2022-08-05T22:00:00-00:00,2022-08-05T23:00:00-00:00,2022-08-05,16,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,25
2022-08-05T13:00:00-00:00,2022-08-05T14:00:00-00:00,2022-08-05,7,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,25
2022-08-05T15:00:00-00:00,2022-08-05T16:00:00-00:00,2022-08-05,9,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,25
2022-08-05T18:00:00-00:00,2022-08-05T19:00:00-00:00,2022-08-05,12,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,25
2022-08-05T20:00:00-00:00,2022-08-05T21:00:00-00:00,2022-08-05,14,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,25
2022-08-06T12:00:00-00:00,2022-08-06T13:00:00-00:00,2022-08-06,6,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,84.54713,26
2022-08-06T08:00:00-00:00,2022-08-06T09:00:00-00:00,2022-08-06,2,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,85.98776,26
2022-08-07T05:00:00-00:00,2022-08-07T06:00:00-00:00,2022-08-06,23,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,98.70156,26
2022-08-06T07:00:00-00:00,2022-08-06T08:00:00-00:00,2022-08-06,1,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,89.92847,26
2022-08-06T16:00:00-00:00,2022-08-06T17:00:00-00:00,2022-08-06,10,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,63.78,26
2022-08-06T21:00:00-00:00,2022-08-06T22:00:00-00:00,2022-08-06,15,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,79.39138,26
2022-08-07T03:00:00-00:00,2022-08-07T04:00:00-00:00,2022-08-06,21,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,114.05207,26
2022-08-06T10:00:00-00:00,2022-08-06T11:00:00-00:00,2022-08-06,4,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,84.57411,26
2022-08-06T15:00:00-00:00,2022-08-06T16:00:00-00:00,2022-08-06,9,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,66.32066,26
2022-08-06T18:00:00-00:00,2022-08-06T19:00:00-00:00,2022-08-06,12,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,71.01,26
2022-08-06T14:00:00-00:00,2022-08-06T15:00:00-00:00,2022-08-06,8,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,73.22673,26
2022-08-06T19:00:00-00:00,2022-08-06T20:00:00-00:00,2022-08-06,13,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,71.95064,26
2022-08-06T23:00:00-00:00,2022-08-07T00:00:00-00:00,2022-08-06,17,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,109.52501,26
2022-08-07T01:00:00-00:00,2022-08-07T02:00:00-00:00,2022-08-06,19,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,125.43028,26
2022-08-06T17:00:00-00:00,2022-08-06T18:00:00-00:00,2022-08-06,11,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,67.55672,26
2022-08-07T00:00:00-00:00,2022-08-07T01:00:00-00:00,2022-08-06,18,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,94.51257,26
2022-08-07T06:00:00-00:00,2022-08-07T07:00:00-00:00,2022-08-06,24,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,92.06073,26
2022-08-06T11:00:00-00:00,2022-08-06T12:00:00-00:00,2022-08-06,5,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,85.12191,26
2022-08-06T13:00:00-00:00,2022-08-06T14:00:00-00:00,2022-08-06,7,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,92.09648,26
2022-08-07T02:00:00-00:00,2022-08-07T03:00:00-00:00,2022-08-06,20,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,140.58156,26
2022-08-07T04:00:00-00:00,2022-08-07T05:00:00-00:00,2022-08-06,22,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,126.54795,26
2022-08-06T09:00:00-00:00,2022-08-06T10:00:00-00:00,2022-08-06,3,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,84.89155,26
2022-08-06T22:00:00-00:00,2022-08-06T23:00:00-00:00,2022-08-06,16,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,83.7818,26
2022-08-06T20:00:00-00:00,2022-08-06T21:00:00-00:00,2022-08-06,14,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,77.07032,26
2022-08-06T11:00:00-00:00,2022-08-06T12:00:00-00:00,2022-08-06,5,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,2.62362,27
2022-08-06T14:00:00-00:00,2022-08-06T15:00:00-00:00,2022-08-06,8,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,27
2022-08-06T17:00:00-00:00,2022-08-06T18:00:00-00:00,2022-08-06,11,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,27
2022-08-06T22:00:00-00:00,2022-08-06T23:00:00-00:00,2022-08-06,16,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,27
2022-08-06T07:00:00-00:00,2022-08-06T08:00:00-00:00,2022-08-06,1,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,1.31072,27
2022-08-06T16:00:00-00:00,2022-08-06T17:00:00-00:00,2022-08-06,10,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,27
2022-08-07T01:00:00-00:00,2022-08-07T02:00:00-00:00,2022-08-06,19,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,2.09559,27
2022-08-07T02:00:00-00:00,2022-08-07T03:00:00-00:00,2022-08-06,20,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,-3.61039,27
2022-08-06T09:00:00-00:00,2022-08-06T10:00:00-00:00,2022-08-06,3,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,1.63781,27
2022-08-06T10:00:00-00:00,2022-08-06T11:00:00-00:00,2022-08-06,4,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,1.41076,27
2022-08-06T21:00:00-00:00,2022-08-06T22:00:00-00:00,2022-08-06,15,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,27
